Upstream	Downstream
PSMB1	UBC
PSMB1	UBB
PSMB1	UBC
PSMB1	UBC
PSMB1	UBC
PSMB1	UBC
PSMB1	UBC
PSMB1	UBA52
PSMB1	RPS27A
PSMB1	UBB
PSMB1	UBB
PSMB1	UBC
PSMB1	UBC
PSMB1	UBC
PSMB1	UBC
PSMB1	UBB
PSMB1	UBC
PSMB1	UBC
PSMB1	UBC
PSMB1	UBC
PSMB1	UBC
PSMB1	UBA52
PSMB1	RPS27A
PSMB1	UBB
PSMB1	UBB
PSMB1	UBC
PSMB1	UBC
PSMB1	UBC
PSMB1	GMNN
PSMB1	UBC
PSMB1	UBB
PSMB1	UBC
PSMB1	UBC
PSMB1	UBC
PSMB1	UBC
PSMB1	UBC
PSMB1	UBA52
PSMB1	RPS27A
PSMB1	UBB
PSMB1	UBB
PSMB1	UBC
PSMB1	UBC
PSMD8	UBC
PSMD8	UBC
PSMD8	UBB
PSMD8	UBC
PSMD8	UBC
PSMD8	UBC
PSMD8	UBC
PSMD8	UBC
PSMD8	UBA52
PSMD8	RPS27A
PSMD8	UBB
PSMD8	UBB
PSMD8	UBC
PSMD8	UBC
PSMD8	UBC
PSMD8	ORC1
PSMD8	UBC
PSMD8	UBB
PSMD8	UBC
PSMD8	UBC
PSMD8	UBC
PSMD8	UBC
PSMD8	UBC
PSMD8	UBA52
PSMD8	RPS27A
PSMD8	UBB
PSMD8	UBB
PSMD8	UBC
PSMD8	UBC
PSMD8	UBC
PSMD8	UBC
PSMD8	UBB
PSMD8	UBC
PSMD8	UBC
PSMD8	UBC
PSMD8	UBC
PSMD8	UBC
PSMD8	UBA52
PSMD8	RPS27A
PSMD8	UBB
PSMD8	UBB
PSMD8	UBC
PSMD8	UBC
PSMD8	CDC6
PSMD8	UBC
PSMD8	UBC
PSMD8	UBB
PSMD8	UBC
PSMD8	UBC
PSMD8	UBC
PSMD8	UBC
PSMD8	UBC
PSMD8	UBA52
PSMD8	RPS27A
PSMD8	UBB
PSMD8	UBB
PSMD8	UBC
PSMD8	UBC
PSMD8	UBC
PSMD8	UBC
PSMD8	UBB
PSMD8	UBC
PSMD8	UBC
PSMD8	UBC
PSMD8	UBC
PSMD8	UBC
PSMD8	UBA52
PSMD8	RPS27A
PSMD8	UBB
PSMD8	UBB
PSMD8	UBC
PSMD8	UBC
PSMD8	UBC
PSMD8	GMNN
PSMD8	UBC
PSMD8	UBB
PSMD8	UBC
PSMD8	UBC
PSMD8	UBC
PSMD8	UBC
PSMD8	UBC
PSMD8	UBA52
PSMD8	RPS27A
PSMD8	UBB
PSMD8	UBB
PSMD8	UBC
PSMD8	UBC
PSMC3	UBC
PSMC3	UBC
PSMC3	UBB
PSMC3	UBC
PSMC3	UBC
PSMC3	UBC
PSMC3	UBC
PSMC3	UBC
PSMC3	UBA52
PSMC3	RPS27A
PSMC3	UBB
PSMC3	UBB
PSMC3	UBC
PSMC3	UBC
PSMC3	UBC
PSMC3	ORC1
PSMC3	UBC
PSMC3	UBB
PSMC3	UBC
PSMC3	UBC
PSMC3	UBC
PSMC3	UBC
PSMC3	UBC
PSMC3	UBA52
PSMC3	RPS27A
PSMC3	UBB
PSMC3	UBB
PSMC3	UBC
PSMC3	UBC
PSMC3	UBC
PSMC3	UBC
PSMC3	UBB
PSMC3	UBC
PSMC3	UBC
PSMC3	UBC
PSMC3	UBC
PSMC3	UBC
PSMC3	UBA52
PSMC3	RPS27A
PSMC3	UBB
PSMC3	UBB
PSMC3	UBC
PSMC3	UBC
PSMC3	CDC6
PSMC3	UBC
PSMC3	UBC
PSMC3	UBB
PSMC3	UBC
PSMC3	UBC
PSMC3	UBC
PSMC3	UBC
PSMC3	UBC
PSMC3	UBA52
PSMC3	RPS27A
PSMC3	UBB
PSMC3	UBB
PSMC3	UBC
PSMC3	UBC
PSMC3	UBC
PSMC3	UBC
PSMC3	UBB
PSMC3	UBC
PSMC3	UBC
PSMC3	UBC
PSMC3	UBC
PSMC3	UBC
PSMC3	UBA52
PSMC3	RPS27A
PSMC3	UBB
PSMC3	UBB
PSMC3	UBC
PSMC3	UBC
PSMC3	UBC
PSMC3	GMNN
PSMC3	UBC
PSMC3	UBB
PSMC3	UBC
PSMC3	UBC
PSMC3	UBC
PSMC3	UBC
PSMC3	UBC
PSMC3	UBA52
PSMC3	RPS27A
PSMC3	UBB
PSMC3	UBB
PSMC3	UBC
PSMC3	UBC
PSME4	UBC
PSME4	UBC
PSME4	UBB
PSME4	UBC
PSME4	UBC
PSME4	UBC
PSME4	UBC
PSME4	UBC
PSME4	UBA52
PSME4	RPS27A
PSME4	UBB
PSME4	UBB
PSME4	UBC
PSME4	UBC
PSME4	UBC
PSME4	ORC1
PSME4	UBC
PSME4	UBB
PSME4	UBC
PSME4	UBC
PSME4	UBC
PSME4	UBC
PSME4	UBC
PSME4	UBA52
PSME4	RPS27A
PSME4	UBB
PSME4	UBB
PSME4	UBC
PSME4	UBC
PSME4	UBC
PSME4	UBC
PSME4	UBB
PSME4	UBC
PSME4	UBC
PSME4	UBC
PSME4	UBC
PSME4	UBC
PSME4	UBA52
PSME4	RPS27A
PSME4	UBB
PSME4	UBB
PSME4	UBC
PSME4	UBC
PSME4	CDC6
PSME4	UBC
PSME4	UBC
PSME4	UBB
PSME4	UBC
PSME4	UBC
PSME4	UBC
PSME4	UBC
PSME4	UBC
PSME4	UBA52
PSME4	RPS27A
PSME4	UBB
PSME4	UBB
PSME4	UBC
PSME4	UBC
PSME4	UBC
PSME4	UBC
PSME4	UBB
PSME4	UBC
PSME4	UBC
PSME4	UBC
PSME4	UBC
PSME4	UBC
PSME4	UBA52
PSME4	RPS27A
PSME4	UBB
PSME4	UBB
PSME4	UBC
PSME4	UBC
PSME4	UBC
PSME4	GMNN
PSME4	UBC
PSME4	UBB
PSME4	UBC
PSME4	UBC
PSME4	UBC
PSME4	UBC
PSME4	UBC
PSME4	UBA52
PSME4	RPS27A
PSME4	UBB
PSME4	UBB
PSME4	UBC
PSME4	UBC
PSMA3	UBC
PSMA3	UBC
PSMA3	UBB
PSMA3	UBC
PSMA3	UBC
PSMA3	UBC
PSMA3	UBC
PSMA3	UBC
PSMA3	UBA52
PSMA3	RPS27A
PSMA3	UBB
PSMA3	UBB
PSMA3	UBC
PSMA3	UBC
PSMA3	UBC
PSMA3	ORC1
PSMA3	UBC
PSMA3	UBB
PSMA3	UBC
PSMA3	UBC
PSMA3	UBC
PSMA3	UBC
PSMA3	UBC
PSMA3	UBA52
PSMA3	RPS27A
PSMA3	UBB
PSMA3	UBB
PSMA3	UBC
PSMA3	UBC
PSMA3	UBC
PSMA3	UBC
PSMA3	UBB
PSMA3	UBC
PSMA3	UBC
PSMA3	UBC
PSMA3	UBC
PSMA3	UBC
PSMA3	UBA52
PSMA3	RPS27A
PSMA3	UBB
PSMA3	UBB
PSMA3	UBC
PSMA3	UBC
PSMA3	CDC6
PSMA3	UBC
PSMA3	UBC
PSMA3	UBB
PSMA3	UBC
PSMA3	UBC
PSMA3	UBC
PSMA3	UBC
PSMA3	UBC
PSMA3	UBA52
PSMA3	RPS27A
PSMA3	UBB
PSMA3	UBB
PSMA3	UBC
PSMA3	UBC
PSMA3	UBC
PSMA3	UBC
PSMA3	UBB
PSMA3	UBC
PSMA3	UBC
PSMA3	UBC
PSMA3	UBC
PSMA3	UBC
PSMA3	UBA52
PSMA3	RPS27A
PSMA3	UBB
PSMA3	UBB
PSMA3	UBC
PSMA3	UBC
PSMA3	UBC
PSMA3	GMNN
PSMA3	UBC
PSMA3	UBB
PSMA3	UBC
PSMA3	UBC
PSMA3	UBC
PSMA3	UBC
PSMA3	UBC
PSMA3	UBA52
PSMA3	RPS27A
PSMA3	UBB
PSMA3	UBB
PSMA3	UBC
PSMA3	UBC
PSMA4	UBC
PSMA4	UBC
PSMA4	UBB
PSMA4	UBC
PSMA4	UBC
PSMA4	UBC
PSMA4	UBC
PSMA4	UBC
PSMA4	UBA52
PSMA4	RPS27A
PSMA4	UBB
PSMA4	UBB
PSMA4	UBC
PSMA4	UBC
PSMA4	UBC
PSMA4	ORC1
PSMA4	UBC
PSMA4	UBB
PSMA4	UBC
PSMA4	UBC
PSMA4	UBC
PSMA4	UBC
PSMA4	UBC
PSMA4	UBA52
PSMA4	RPS27A
PSMA4	UBB
PSMA4	UBB
PSMA4	UBC
PSMA4	UBC
PSMA4	UBC
PSMA4	UBC
PSMA4	UBB
PSMA4	UBC
PSMA4	UBC
PSMA4	UBC
PSMA4	UBC
PSMA4	UBC
PSMA4	UBA52
PSMA4	RPS27A
PSMA4	UBB
PSMA4	UBB
PSMA4	UBC
PSMA4	UBC
PSMA4	CDC6
PSMA4	UBC
PSMA4	UBC
PSMA4	UBB
PSMA4	UBC
PSMA4	UBC
PSMA4	UBC
PSMA4	UBC
PSMA4	UBC
PSMA4	UBA52
PSMA4	RPS27A
PSMA4	UBB
PSMA4	UBB
PSMA4	UBC
PSMA4	UBC
PSMA4	UBC
PSMA4	UBC
PSMA4	UBB
PSMA4	UBC
PSMA4	UBC
PSMA4	UBC
PSMA4	UBC
PSMA4	UBC
PSMA4	UBA52
PSMA4	RPS27A
PSMA4	UBB
PSMA4	UBB
PSMA4	UBC
PSMA4	UBC
PSMA4	UBC
PSMA4	GMNN
PSMA4	UBC
PSMA4	UBB
PSMA4	UBC
PSMA4	UBC
PSMA4	UBC
PSMA4	UBC
PSMA4	UBC
PSMA4	UBA52
PSMA4	RPS27A
PSMA4	UBB
PSMA4	UBB
PSMA4	UBC
PSMA4	UBC
PSMB10	UBC
PSMB10	UBC
PSMB10	UBB
PSMB10	UBC
PSMB10	UBC
PSMB10	UBC
PSMB10	UBC
PSMB10	UBC
PSMB10	UBA52
PSMB10	RPS27A
PSMB10	UBB
PSMB10	UBB
PSMB10	UBC
PSMB10	UBC
PSMB10	UBC
PSMB10	ORC1
PSMB10	UBC
PSMB10	UBB
PSMB10	UBC
PSMB10	UBC
PSMB10	UBC
PSMB10	UBC
PSMB10	UBC
PSMB10	UBA52
PSMB10	RPS27A
PSMB10	UBB
PSMB10	UBB
PSMB10	UBC
PSMB10	UBC
PSMB10	UBC
PSMB10	UBC
PSMB10	UBB
PSMB10	UBC
PSMB10	UBC
PSMB10	UBC
PSMB10	UBC
PSMB10	UBC
PSMB10	UBA52
PSMB10	RPS27A
PSMB10	UBB
PSMB10	UBB
PSMB10	UBC
PSMB10	UBC
PSMB10	CDC6
PSMB10	UBC
PSMB10	UBC
PSMB10	UBB
PSMB10	UBC
PSMB10	UBC
PSMB10	UBC
PSMB10	UBC
PSMB10	UBC
PSMB10	UBA52
PSMB10	RPS27A
PSMB10	UBB
PSMB10	UBB
PSMB10	UBC
PSMB10	UBC
PSMB10	UBC
PSMB10	UBC
PSMB10	UBB
PSMB10	UBC
PSMB10	UBC
PSMB10	UBC
PSMB10	UBC
PSMB10	UBC
PSMB10	UBA52
PSMB10	RPS27A
PSMB10	UBB
PSMB10	UBB
PSMB10	UBC
PSMB10	UBC
PSMB10	UBC
PSMB10	GMNN
PSMB10	UBC
PSMB10	UBB
PSMB10	UBC
PSMB10	UBC
PSMB10	UBC
PSMB10	UBC
PSMB10	UBC
PSMB10	UBA52
PSMB10	RPS27A
PSMB10	UBB
PSMB10	UBB
PSMB10	UBC
PSMB10	UBC
PSMC4	UBC
PSMC4	UBC
PSMC4	UBB
PSMC4	UBC
PSMC4	UBC
PSMC4	UBC
PSMC4	UBC
PSMC4	UBC
PSMC4	UBA52
PSMC4	RPS27A
PSMC4	UBB
PSMC4	UBB
PSMC4	UBC
PSMC4	UBC
PSMC4	UBC
PSMC4	ORC1
PSMC4	UBC
PSMC4	UBB
PSMC4	UBC
PSMC4	UBC
PSMC4	UBC
PSMC4	UBC
PSMC4	UBC
PSMC4	UBA52
PSMC4	RPS27A
PSMC4	UBB
PSMC4	UBB
PSMC4	UBC
PSMC4	UBC
PSMC4	UBC
PSMC4	UBC
PSMC4	UBB
PSMC4	UBC
PSMC4	UBC
PSMC4	UBC
PSMC4	UBC
PSMC4	UBC
PSMC4	UBA52
PSMC4	RPS27A
PSMC4	UBB
PSMC4	UBB
PSMC4	UBC
PSMC4	UBC
PSMC4	CDC6
PSMC4	UBC
PSMC4	UBC
PSMC4	UBB
PSMC4	UBC
PSMC4	UBC
PSMC4	UBC
PSMC4	UBC
PSMC4	UBC
PSMC4	UBA52
PSMC4	RPS27A
PSMC4	UBB
PSMC4	UBB
PSMC4	UBC
PSMC4	UBC
PSMC4	UBC
PSMC4	UBC
PSMC4	UBB
PSMC4	UBC
PSMC4	UBC
PSMC4	UBC
PSMC4	UBC
PSMC4	UBC
PSMC4	UBA52
PSMC4	RPS27A
PSMC4	UBB
PSMC4	UBB
PSMC4	UBC
PSMC4	UBC
PSMC4	UBC
PSMC4	GMNN
PSMC4	UBC
PSMC4	UBB
PSMC4	UBC
PSMC4	UBC
PSMC4	UBC
PSMC4	UBC
PSMC4	UBC
PSMC4	UBA52
PSMC4	RPS27A
PSMC4	UBB
PSMC4	UBB
PSMC4	UBC
PSMC4	UBC
PSMD10	UBC
PSMD10	UBC
PSMD10	UBB
PSMD10	UBC
PSMD10	UBC
PSMD10	UBC
PSMD10	UBC
PSMD10	UBC
PSMD10	UBA52
PSMD10	RPS27A
PSMD10	UBB
PSMD10	UBB
PSMD10	UBC
PSMD10	UBC
PSMD10	UBC
PSMD10	ORC1
PSMD10	UBC
PSMD10	UBB
PSMD10	UBC
PSMD10	UBC
PSMD10	UBC
PSMD10	UBC
PSMD10	UBC
PSMD10	UBA52
PSMD10	RPS27A
PSMD10	UBB
PSMD10	UBB
PSMD10	UBC
PSMD10	UBC
PSMD10	UBC
PSMD10	UBC
PSMD10	UBB
PSMD10	UBC
PSMD10	UBC
PSMD10	UBC
PSMD10	UBC
PSMD10	UBC
PSMD10	UBA52
PSMD10	RPS27A
PSMD10	UBB
PSMD10	UBB
PSMD10	UBC
PSMD10	UBC
PSMD10	CDC6
PSMD10	UBC
PSMD10	UBC
PSMD10	UBB
PSMD10	UBC
PSMD10	UBC
PSMD10	UBC
PSMD10	UBC
PSMD10	UBC
PSMD10	UBA52
PSMD10	RPS27A
PSMD10	UBB
PSMD10	UBB
PSMD10	UBC
PSMD10	UBC
PSMD10	UBC
PSMD10	UBC
PSMD10	UBB
PSMD10	UBC
PSMD10	UBC
PSMD10	UBC
PSMD10	UBC
PSMD10	UBC
PSMD10	UBA52
PSMD10	RPS27A
PSMD10	UBB
PSMD10	UBB
PSMD10	UBC
PSMD10	UBC
PSMD10	UBC
PSMD10	GMNN
PSMD10	UBC
PSMD10	UBB
PSMD10	UBC
PSMD10	UBC
PSMD10	UBC
PSMD10	UBC
PSMD10	UBC
PSMD10	UBA52
PSMD10	RPS27A
PSMD10	UBB
PSMD10	UBB
PSMD10	UBC
PSMD10	UBC
PSMB5	UBC
PSMB5	UBC
PSMB5	UBB
PSMB5	UBC
PSMB5	UBC
PSMB5	UBC
PSMB5	UBC
PSMB5	UBC
PSMB5	UBA52
PSMB5	RPS27A
PSMB5	UBB
PSMB5	UBB
PSMB5	UBC
PSMB5	UBC
PSMB5	UBC
PSMB5	ORC1
PSMB5	UBC
PSMB5	UBB
PSMB5	UBC
PSMB5	UBC
PSMB5	UBC
PSMB5	UBC
PSMB5	UBC
PSMB5	UBA52
PSMB5	RPS27A
PSMB5	UBB
PSMB5	UBB
PSMB5	UBC
PSMB5	UBC
PSMB5	UBC
PSMB5	UBC
PSMB5	UBB
PSMB5	UBC
PSMB5	UBC
PSMB5	UBC
PSMB5	UBC
PSMB5	UBC
PSMB5	UBA52
PSMB5	RPS27A
PSMB5	UBB
PSMB5	UBB
PSMB5	UBC
PSMB5	UBC
PSMB5	CDC6
PSMB5	UBC
PSMB5	UBC
PSMB5	UBB
PSMB5	UBC
PSMB5	UBC
PSMB5	UBC
PSMB5	UBC
PSMB5	UBC
PSMB5	UBA52
PSMB5	RPS27A
PSMB5	UBB
PSMB5	UBB
PSMB5	UBC
PSMB5	UBC
PSMB5	UBC
PSMB5	UBC
PSMB5	UBB
PSMB5	UBC
PSMB5	UBC
PSMB5	UBC
PSMB5	UBC
PSMB5	UBC
PSMB5	UBA52
PSMB5	RPS27A
PSMB5	UBB
PSMB5	UBB
PSMB5	UBC
PSMB5	UBC
PSMB5	UBC
PSMB5	GMNN
PSMB5	UBC
PSMB5	UBB
PSMB5	UBC
PSMB5	UBC
PSMB5	UBC
PSMB5	UBC
PSMB5	UBC
PSMB5	UBA52
PSMB5	RPS27A
PSMB5	UBB
PSMB5	UBB
PSMB5	UBC
PSMB5	UBC
PSMB6	UBC
PSMB6	UBC
PSMB6	UBB
PSMB6	UBC
PSMB6	UBC
PSMB6	UBC
PSMB6	UBC
PSMB6	UBC
PSMB6	UBA52
PSMB6	RPS27A
PSMB6	UBB
PSMB6	UBB
PSMB6	UBC
PSMB6	UBC
PSMB6	UBC
PSMB6	ORC1
PSMB6	UBC
PSMB6	UBB
PSMB6	UBC
PSMB6	UBC
PSMB6	UBC
PSMB6	UBC
PSMB6	UBC
PSMB6	UBA52
PSMB6	RPS27A
PSMB6	UBB
PSMB6	UBB
PSMB6	UBC
PSMB6	UBC
PSMB6	UBC
PSMB6	UBC
PSMB6	UBB
PSMB6	UBC
PSMB6	UBC
PSMB6	UBC
PSMB6	UBC
PSMB6	UBC
PSMB6	UBA52
PSMB6	RPS27A
PSMB6	UBB
PSMB6	UBB
PSMB6	UBC
PSMB6	UBC
PSMB6	CDC6
PSMB6	UBC
PSMB6	UBC
PSMB6	UBB
PSMB6	UBC
PSMB6	UBC
PSMB6	UBC
PSMB6	UBC
PSMB6	UBC
PSMB6	UBA52
PSMB6	RPS27A
PSMB6	UBB
PSMB6	UBB
PSMB6	UBC
PSMB6	UBC
PSMB6	UBC
PSMB6	UBC
PSMB6	UBB
PSMB6	UBC
PSMB6	UBC
PSMB6	UBC
PSMB6	UBC
PSMB6	UBC
PSMB6	UBA52
PSMB6	RPS27A
PSMB6	UBB
PSMB6	UBB
PSMB6	UBC
PSMB6	UBC
PSMB6	UBC
PSMB6	GMNN
PSMB6	UBC
PSMB6	UBB
PSMB6	UBC
PSMB6	UBC
PSMB6	UBC
PSMB6	UBC
PSMB6	UBC
PSMB6	UBA52
PSMB6	RPS27A
PSMB6	UBB
PSMB6	UBB
PSMB6	UBC
PSMB6	UBC
PSMD7	UBC
PSMD7	UBC
PSMD7	UBB
PSMD7	UBC
PSMD7	UBC
PSMD7	UBC
PSMD7	UBC
PSMD7	UBC
PSMD7	UBA52
PSMD7	RPS27A
PSMD7	UBB
PSMD7	UBB
PSMD7	UBC
PSMD7	UBC
PSMD7	UBC
PSMD7	ORC1
PSMD7	UBC
PSMD7	UBB
PSMD7	UBC
PSMD7	UBC
PSMD7	UBC
PSMD7	UBC
PSMD7	UBC
PSMD7	UBA52
PSMD7	RPS27A
PSMD7	UBB
PSMD7	UBB
PSMD7	UBC
PSMD7	UBC
PSMD7	UBC
PSMD7	UBC
PSMD7	UBB
PSMD7	UBC
PSMD7	UBC
PSMD7	UBC
PSMD7	UBC
PSMD7	UBC
PSMD7	UBA52
PSMD7	RPS27A
PSMD7	UBB
PSMD7	UBB
PSMD7	UBC
PSMD7	UBC
PSMD7	CDC6
PSMD7	UBC
PSMD7	UBC
PSMD7	UBB
PSMD7	UBC
PSMD7	UBC
PSMD7	UBC
PSMD7	UBC
PSMD7	UBC
PSMD7	UBA52
PSMD7	RPS27A
PSMD7	UBB
PSMD7	UBB
PSMD7	UBC
PSMD7	UBC
PSMD7	UBC
PSMD7	UBC
PSMD7	UBB
PSMD7	UBC
PSMD7	UBC
PSMD7	UBC
PSMD7	UBC
PSMD7	UBC
PSMD7	UBA52
PSMD7	RPS27A
PSMD7	UBB
PSMD7	UBB
PSMD7	UBC
PSMD7	UBC
PSMD7	UBC
PSMD7	GMNN
PSMD7	UBC
PSMD7	UBB
PSMD7	UBC
PSMD7	UBC
PSMD7	UBC
PSMD7	UBC
PSMD7	UBC
PSMD7	UBA52
PSMD7	RPS27A
PSMD7	UBB
PSMD7	UBB
PSMD7	UBC
PSMD7	UBC
FZR1	ORC1
FZR1	MCM6
FZR1	ORC3
FZR1	MCM2
FZR1	ORC2
FZR1	CDC6
FZR1	MCM3
FZR1	ORC6
FZR1	CDT1
FZR1	ORC5
FZR1	ORC4
FZR1	MCM4
FZR1	MCM5
FZR1	MCM8
FZR1	MCM7
FZR1	MCM8
FZR1	MCM6
FZR1	ORC3
FZR1	ORC2
FZR1	MCM2
FZR1	CDC6
FZR1	MCM3
FZR1	ORC1
FZR1	ORC6
FZR1	CDT1
FZR1	ORC5
FZR1	ORC4
FZR1	MCM4
FZR1	MCM5
FZR1	MCM8
FZR1	MCM7
FZR1	MCM8
PSMB7	UBC
PSMB7	UBC
PSMB7	UBB
PSMB7	UBC
PSMB7	UBC
PSMB7	UBC
PSMB7	UBC
PSMB7	UBC
PSMB7	UBA52
PSMB7	RPS27A
PSMB7	UBB
PSMB7	UBB
PSMB7	UBC
PSMB7	UBC
PSMB7	UBC
PSMB7	ORC1
PSMB7	UBC
PSMB7	UBB
PSMB7	UBC
PSMB7	UBC
PSMB7	UBC
PSMB7	UBC
PSMB7	UBC
PSMB7	UBA52
PSMB7	RPS27A
PSMB7	UBB
PSMB7	UBB
PSMB7	UBC
PSMB7	UBC
PSMB7	UBC
PSMB7	UBC
PSMB7	UBB
PSMB7	UBC
PSMB7	UBC
PSMB7	UBC
PSMB7	UBC
PSMB7	UBC
PSMB7	UBA52
PSMB7	RPS27A
PSMB7	UBB
PSMB7	UBB
PSMB7	UBC
PSMB7	UBC
PSMB7	CDC6
PSMB7	UBC
PSMB7	UBC
PSMB7	UBB
PSMB7	UBC
PSMB7	UBC
PSMB7	UBC
PSMB7	UBC
PSMB7	UBC
PSMB7	UBA52
PSMB7	RPS27A
PSMB7	UBB
PSMB7	UBB
PSMB7	UBC
PSMB7	UBC
PSMB7	UBC
PSMB7	UBC
PSMB7	UBB
PSMB7	UBC
PSMB7	UBC
PSMB7	UBC
PSMB7	UBC
PSMB7	UBC
PSMB7	UBA52
PSMB7	RPS27A
PSMB7	UBB
PSMB7	UBB
PSMB7	UBC
PSMB7	UBC
PSMB7	UBC
PSMB7	GMNN
PSMB7	UBC
PSMB7	UBB
PSMB7	UBC
PSMB7	UBC
PSMB7	UBC
PSMB7	UBC
PSMB7	UBC
PSMB7	UBA52
PSMB7	RPS27A
PSMB7	UBB
PSMB7	UBB
PSMB7	UBC
PSMB7	UBC
CDKN1A	ORC1
CDKN1A	MCM6
CDKN1A	ORC3
CDKN1A	MCM2
CDKN1A	ORC2
CDKN1A	CDC6
CDKN1A	MCM3
CDKN1A	ORC6
CDKN1A	CDT1
CDKN1A	ORC5
CDKN1A	ORC4
CDKN1A	MCM4
CDKN1A	MCM5
CDKN1A	MCM8
CDKN1A	MCM7
CDKN1A	MCM8
CDKN1A	MCM6
CDKN1A	ORC3
CDKN1A	ORC2
CDKN1A	MCM2
CDKN1A	CDC6
CDKN1A	MCM3
CDKN1A	ORC1
CDKN1A	ORC6
CDKN1A	CDT1
CDKN1A	ORC5
CDKN1A	ORC4
CDKN1A	MCM4
CDKN1A	MCM5
CDKN1A	MCM8
CDKN1A	MCM7
CDKN1A	MCM8
PSMD14	UBC
PSMD14	UBC
PSMD14	UBB
PSMD14	UBC
PSMD14	UBC
PSMD14	UBC
PSMD14	UBC
PSMD14	UBC
PSMD14	UBA52
PSMD14	RPS27A
PSMD14	UBB
PSMD14	UBB
PSMD14	UBC
PSMD14	UBC
PSMD14	UBC
PSMD14	ORC1
PSMD14	UBC
PSMD14	UBB
PSMD14	UBC
PSMD14	UBC
PSMD14	UBC
PSMD14	UBC
PSMD14	UBC
PSMD14	UBA52
PSMD14	RPS27A
PSMD14	UBB
PSMD14	UBB
PSMD14	UBC
PSMD14	UBC
PSMD14	UBC
PSMD14	UBC
PSMD14	UBB
PSMD14	UBC
PSMD14	UBC
PSMD14	UBC
PSMD14	UBC
PSMD14	UBC
PSMD14	UBA52
PSMD14	RPS27A
PSMD14	UBB
PSMD14	UBB
PSMD14	UBC
PSMD14	UBC
PSMD14	CDC6
PSMD14	UBC
PSMD14	UBC
PSMD14	UBB
PSMD14	UBC
PSMD14	UBC
PSMD14	UBC
PSMD14	UBC
PSMD14	UBC
PSMD14	UBA52
PSMD14	RPS27A
PSMD14	UBB
PSMD14	UBB
PSMD14	UBC
PSMD14	UBC
PSMD14	UBC
PSMD14	UBC
PSMD14	UBB
PSMD14	UBC
PSMD14	UBC
PSMD14	UBC
PSMD14	UBC
PSMD14	UBC
PSMD14	UBA52
PSMD14	RPS27A
PSMD14	UBB
PSMD14	UBB
PSMD14	UBC
PSMD14	UBC
PSMD14	UBC
PSMD14	GMNN
PSMD14	UBC
PSMD14	UBB
PSMD14	UBC
PSMD14	UBC
PSMD14	UBC
PSMD14	UBC
PSMD14	UBC
PSMD14	UBA52
PSMD14	RPS27A
PSMD14	UBB
PSMD14	UBB
PSMD14	UBC
PSMD14	UBC
CCNA1	ORC1
CCNA1	MCM6
CCNA1	ORC3
CCNA1	MCM2
CCNA1	ORC2
CCNA1	CDC6
CCNA1	MCM3
CCNA1	ORC6
CCNA1	CDT1
CCNA1	ORC5
CCNA1	ORC4
CCNA1	MCM4
CCNA1	MCM5
CCNA1	MCM8
CCNA1	MCM7
CCNA1	MCM8
CCNA1	MCM6
CCNA1	ORC3
CCNA1	ORC2
CCNA1	MCM2
CCNA1	CDC6
CCNA1	MCM3
CCNA1	ORC1
CCNA1	ORC6
CCNA1	CDT1
CCNA1	ORC5
CCNA1	ORC4
CCNA1	MCM4
CCNA1	MCM5
CCNA1	MCM8
CCNA1	MCM7
CCNA1	MCM8
PSMF1	UBC
PSMF1	UBC
PSMF1	UBB
PSMF1	UBC
PSMF1	UBC
PSMF1	UBC
PSMF1	UBC
PSMF1	UBC
PSMF1	UBA52
PSMF1	RPS27A
PSMF1	UBB
PSMF1	UBB
PSMF1	UBC
PSMF1	UBC
PSMF1	UBC
PSMF1	ORC1
PSMF1	UBC
PSMF1	UBB
PSMF1	UBC
PSMF1	UBC
PSMF1	UBC
PSMF1	UBC
PSMF1	UBC
PSMF1	UBA52
PSMF1	RPS27A
PSMF1	UBB
PSMF1	UBB
PSMF1	UBC
PSMF1	UBC
PSMF1	UBC
PSMF1	UBC
PSMF1	UBB
PSMF1	UBC
PSMF1	UBC
PSMF1	UBC
PSMF1	UBC
PSMF1	UBC
PSMF1	UBA52
PSMF1	RPS27A
PSMF1	UBB
PSMF1	UBB
PSMF1	UBC
PSMF1	UBC
PSMF1	CDC6
PSMF1	UBC
PSMF1	UBC
PSMF1	UBB
PSMF1	UBC
PSMF1	UBC
PSMF1	UBC
PSMF1	UBC
PSMF1	UBC
PSMF1	UBA52
PSMF1	RPS27A
PSMF1	UBB
PSMF1	UBB
PSMF1	UBC
PSMF1	UBC
PSMF1	UBC
PSMF1	UBC
PSMF1	UBB
PSMF1	UBC
PSMF1	UBC
PSMF1	UBC
PSMF1	UBC
PSMF1	UBC
PSMF1	UBA52
PSMF1	RPS27A
PSMF1	UBB
PSMF1	UBB
PSMF1	UBC
PSMF1	UBC
PSMF1	UBC
PSMF1	GMNN
PSMF1	UBC
PSMF1	UBB
PSMF1	UBC
PSMF1	UBC
PSMF1	UBC
PSMF1	UBC
PSMF1	UBC
PSMF1	UBA52
PSMF1	RPS27A
PSMF1	UBB
PSMF1	UBB
PSMF1	UBC
PSMF1	UBC
PSMA8	UBC
PSMA8	UBC
PSMA8	UBB
PSMA8	UBC
PSMA8	UBC
PSMA8	UBC
PSMA8	UBC
PSMA8	UBC
PSMA8	UBA52
PSMA8	RPS27A
PSMA8	UBB
