Upstream	Downstream
PSMA8	UBB
PSMA8	UBC
PSMA8	UBC
PSMA8	UBC
PSMA8	ORC1
PSMA8	UBC
PSMA8	UBB
PSMA8	UBC
PSMA8	UBC
PSMA8	UBC
PSMA8	UBC
PSMA8	UBC
PSMA8	UBA52
PSMA8	RPS27A
PSMA8	UBB
PSMA8	UBB
PSMA8	UBC
PSMA8	UBC
PSMA8	UBC
PSMA8	UBC
PSMA8	UBB
PSMA8	UBC
PSMA8	UBC
PSMA8	UBC
PSMA8	UBC
PSMA8	UBC
PSMA8	UBA52
PSMA8	RPS27A
PSMA8	UBB
PSMA8	UBB
PSMA8	UBC
PSMA8	UBC
PSMA8	CDC6
PSMA8	UBC
PSMA8	UBC
PSMA8	UBB
PSMA8	UBC
PSMA8	UBC
PSMA8	UBC
PSMA8	UBC
PSMA8	UBC
PSMA8	UBA52
PSMA8	RPS27A
PSMA8	UBB
PSMA8	UBB
PSMA8	UBC
PSMA8	UBC
PSMA8	UBC
PSMA8	UBC
PSMA8	UBB
PSMA8	UBC
PSMA8	UBC
PSMA8	UBC
PSMA8	UBC
PSMA8	UBC
PSMA8	UBA52
PSMA8	RPS27A
PSMA8	UBB
PSMA8	UBB
PSMA8	UBC
PSMA8	UBC
PSMA8	UBC
PSMA8	GMNN
PSMA8	UBC
PSMA8	UBB
PSMA8	UBC
PSMA8	UBC
PSMA8	UBC
PSMA8	UBC
PSMA8	UBC
PSMA8	UBA52
PSMA8	RPS27A
PSMA8	UBB
PSMA8	UBB
PSMA8	UBC
PSMA8	UBC
PSMA6	UBC
PSMA6	UBC
PSMA6	UBB
PSMA6	UBC
PSMA6	UBC
PSMA6	UBC
PSMA6	UBC
PSMA6	UBC
PSMA6	UBA52
PSMA6	RPS27A
PSMA6	UBB
PSMA6	UBB
PSMA6	UBC
PSMA6	UBC
PSMA6	UBC
PSMA6	ORC1
PSMA6	UBC
PSMA6	UBB
PSMA6	UBC
PSMA6	UBC
PSMA6	UBC
PSMA6	UBC
PSMA6	UBC
PSMA6	UBA52
PSMA6	RPS27A
PSMA6	UBB
PSMA6	UBB
PSMA6	UBC
PSMA6	UBC
PSMA6	UBC
PSMA6	UBC
PSMA6	UBB
PSMA6	UBC
PSMA6	UBC
PSMA6	UBC
PSMA6	UBC
PSMA6	UBC
PSMA6	UBA52
PSMA6	RPS27A
PSMA6	UBB
PSMA6	UBB
PSMA6	UBC
PSMA6	UBC
PSMA6	CDC6
PSMA6	UBC
PSMA6	UBC
PSMA6	UBB
PSMA6	UBC
PSMA6	UBC
PSMA6	UBC
PSMA6	UBC
PSMA6	UBC
PSMA6	UBA52
PSMA6	RPS27A
PSMA6	UBB
PSMA6	UBB
PSMA6	UBC
PSMA6	UBC
PSMA6	UBC
PSMA6	UBC
PSMA6	UBB
PSMA6	UBC
PSMA6	UBC
PSMA6	UBC
PSMA6	UBC
PSMA6	UBC
PSMA6	UBA52
PSMA6	RPS27A
PSMA6	UBB
PSMA6	UBB
PSMA6	UBC
PSMA6	UBC
PSMA6	UBC
PSMA6	GMNN
PSMA6	UBC
PSMA6	UBB
PSMA6	UBC
PSMA6	UBC
PSMA6	UBC
PSMA6	UBC
PSMA6	UBC
PSMA6	UBA52
PSMA6	RPS27A
PSMA6	UBB
PSMA6	UBB
PSMA6	UBC
PSMA6	UBC
PSMD1	UBC
PSMD1	UBC
PSMD1	UBB
PSMD1	UBC
PSMD1	UBC
PSMD1	UBC
PSMD1	UBC
PSMD1	UBC
PSMD1	UBA52
PSMD1	RPS27A
PSMD1	UBB
PSMD1	UBB
PSMD1	UBC
PSMD1	UBC
PSMD1	UBC
PSMD1	ORC1
PSMD1	UBC
PSMD1	UBB
PSMD1	UBC
PSMD1	UBC
PSMD1	UBC
PSMD1	UBC
PSMD1	UBC
PSMD1	UBA52
PSMD1	RPS27A
PSMD1	UBB
PSMD1	UBB
PSMD1	UBC
PSMD1	UBC
PSMD1	UBC
PSMD1	UBC
PSMD1	UBB
PSMD1	UBC
PSMD1	UBC
PSMD1	UBC
PSMD1	UBC
PSMD1	UBC
PSMD1	UBA52
PSMD1	RPS27A
PSMD1	UBB
PSMD1	UBB
PSMD1	UBC
PSMD1	UBC
PSMD1	CDC6
PSMD1	UBC
PSMD1	UBC
PSMD1	UBB
PSMD1	UBC
PSMD1	UBC
PSMD1	UBC
PSMD1	UBC
PSMD1	UBC
PSMD1	UBA52
PSMD1	RPS27A
PSMD1	UBB
PSMD1	UBB
PSMD1	UBC
PSMD1	UBC
PSMD1	UBC
PSMD1	UBC
PSMD1	UBB
PSMD1	UBC
PSMD1	UBC
PSMD1	UBC
PSMD1	UBC
PSMD1	UBC
PSMD1	UBA52
PSMD1	RPS27A
PSMD1	UBB
PSMD1	UBB
PSMD1	UBC
PSMD1	UBC
PSMD1	UBC
PSMD1	GMNN
PSMD1	UBC
PSMD1	UBB
PSMD1	UBC
PSMD1	UBC
PSMD1	UBC
PSMD1	UBC
PSMD1	UBC
PSMD1	UBA52
PSMD1	RPS27A
PSMD1	UBB
PSMD1	UBB
PSMD1	UBC
PSMD1	UBC
PSMB8	UBC
PSMB8	UBC
PSMB8	UBB
PSMB8	UBC
PSMB8	UBC
PSMB8	UBC
PSMB8	UBC
PSMB8	UBC
PSMB8	UBA52
PSMB8	RPS27A
PSMB8	UBB
PSMB8	UBB
PSMB8	UBC
PSMB8	UBC
PSMB8	UBC
PSMB8	ORC1
PSMB8	UBC
PSMB8	UBB
PSMB8	UBC
PSMB8	UBC
PSMB8	UBC
PSMB8	UBC
PSMB8	UBC
PSMB8	UBA52
PSMB8	RPS27A
PSMB8	UBB
PSMB8	UBB
PSMB8	UBC
PSMB8	UBC
PSMB8	UBC
PSMB8	UBC
PSMB8	UBB
PSMB8	UBC
PSMB8	UBC
PSMB8	UBC
PSMB8	UBC
PSMB8	UBC
PSMB8	UBA52
PSMB8	RPS27A
PSMB8	UBB
PSMB8	UBB
PSMB8	UBC
PSMB8	UBC
PSMB8	CDC6
PSMB8	UBC
PSMB8	UBC
PSMB8	UBB
PSMB8	UBC
PSMB8	UBC
PSMB8	UBC
PSMB8	UBC
PSMB8	UBC
PSMB8	UBA52
PSMB8	RPS27A
PSMB8	UBB
PSMB8	UBB
PSMB8	UBC
PSMB8	UBC
PSMB8	UBC
PSMB8	UBC
PSMB8	UBB
PSMB8	UBC
PSMB8	UBC
PSMB8	UBC
PSMB8	UBC
PSMB8	UBC
PSMB8	UBA52
PSMB8	RPS27A
PSMB8	UBB
PSMB8	UBB
PSMB8	UBC
PSMB8	UBC
PSMB8	UBC
PSMB8	GMNN
PSMB8	UBC
PSMB8	UBB
PSMB8	UBC
PSMB8	UBC
PSMB8	UBC
PSMB8	UBC
PSMB8	UBC
PSMB8	UBA52
PSMB8	RPS27A
PSMB8	UBB
PSMB8	UBB
PSMB8	UBC
PSMB8	UBC
PSMB2	UBC
PSMB2	UBC
PSMB2	UBB
PSMB2	UBC
PSMB2	UBC
PSMB2	UBC
PSMB2	UBC
PSMB2	UBC
PSMB2	UBA52
PSMB2	RPS27A
PSMB2	UBB
PSMB2	UBB
PSMB2	UBC
PSMB2	UBC
PSMB2	UBC
PSMB2	ORC1
PSMB2	UBC
PSMB2	UBB
PSMB2	UBC
PSMB2	UBC
PSMB2	UBC
PSMB2	UBC
PSMB2	UBC
PSMB2	UBA52
PSMB2	RPS27A
PSMB2	UBB
PSMB2	UBB
PSMB2	UBC
PSMB2	UBC
PSMB2	UBC
PSMB2	UBC
PSMB2	UBB
PSMB2	UBC
PSMB2	UBC
PSMB2	UBC
PSMB2	UBC
PSMB2	UBC
PSMB2	UBA52
PSMB2	RPS27A
PSMB2	UBB
PSMB2	UBB
PSMB2	UBC
PSMB2	UBC
PSMB2	CDC6
PSMB2	UBC
PSMB2	UBC
PSMB2	UBB
PSMB2	UBC
PSMB2	UBC
PSMB2	UBC
PSMB2	UBC
PSMB2	UBC
PSMB2	UBA52
PSMB2	RPS27A
PSMB2	UBB
PSMB2	UBB
PSMB2	UBC
PSMB2	UBC
PSMB2	UBC
PSMB2	UBC
PSMB2	UBB
PSMB2	UBC
PSMB2	UBC
PSMB2	UBC
PSMB2	UBC
PSMB2	UBC
PSMB2	UBA52
PSMB2	RPS27A
PSMB2	UBB
PSMB2	UBB
PSMB2	UBC
PSMB2	UBC
PSMB2	UBC
PSMB2	GMNN
PSMB2	UBC
PSMB2	UBB
PSMB2	UBC
PSMB2	UBC
PSMB2	UBC
PSMB2	UBC
PSMB2	UBC
PSMB2	UBA52
PSMB2	RPS27A
PSMB2	UBB
PSMB2	UBB
PSMB2	UBC
PSMB2	UBC
PSMB3	UBC
PSMB3	UBC
PSMB3	UBB
PSMB3	UBC
PSMB3	UBC
PSMB3	UBC
PSMB3	UBC
PSMB3	UBC
PSMB3	UBA52
PSMB3	RPS27A
PSMB3	UBB
PSMB3	UBB
PSMB3	UBC
PSMB3	UBC
PSMB3	UBC
PSMB3	ORC1
PSMB3	UBC
PSMB3	UBB
PSMB3	UBC
PSMB3	UBC
PSMB3	UBC
PSMB3	UBC
PSMB3	UBC
PSMB3	UBA52
PSMB3	RPS27A
PSMB3	UBB
PSMB3	UBB
PSMB3	UBC
PSMB3	UBC
PSMB3	UBC
PSMB3	UBC
PSMB3	UBB
PSMB3	UBC
PSMB3	UBC
PSMB3	UBC
PSMB3	UBC
PSMB3	UBC
PSMB3	UBA52
PSMB3	RPS27A
PSMB3	UBB
PSMB3	UBB
PSMB3	UBC
PSMB3	UBC
PSMB3	CDC6
PSMB3	UBC
PSMB3	UBC
PSMB3	UBB
PSMB3	UBC
PSMB3	UBC
PSMB3	UBC
PSMB3	UBC
PSMB3	UBC
PSMB3	UBA52
PSMB3	RPS27A
PSMB3	UBB
PSMB3	UBB
PSMB3	UBC
PSMB3	UBC
PSMB3	UBC
PSMB3	UBC
PSMB3	UBB
PSMB3	UBC
PSMB3	UBC
PSMB3	UBC
PSMB3	UBC
PSMB3	UBC
PSMB3	UBA52
PSMB3	RPS27A
PSMB3	UBB
PSMB3	UBB
PSMB3	UBC
PSMB3	UBC
PSMB3	UBC
PSMB3	GMNN
PSMB3	UBC
PSMB3	UBB
PSMB3	UBC
PSMB3	UBC
PSMB3	UBC
PSMB3	UBC
PSMB3	UBC
PSMB3	UBA52
PSMB3	RPS27A
PSMB3	UBB
PSMB3	UBB
PSMB3	UBC
PSMB3	UBC
PSMB9	UBC
PSMB9	UBC
PSMB9	UBB
PSMB9	UBC
PSMB9	UBC
PSMB9	UBC
PSMB9	UBC
PSMB9	UBC
PSMB9	UBA52
PSMB9	RPS27A
PSMB9	UBB
PSMB9	UBB
PSMB9	UBC
PSMB9	UBC
PSMB9	UBC
PSMB9	ORC1
PSMB9	UBC
PSMB9	UBB
PSMB9	UBC
PSMB9	UBC
PSMB9	UBC
PSMB9	UBC
PSMB9	UBC
PSMB9	UBA52
PSMB9	RPS27A
PSMB9	UBB
PSMB9	UBB
PSMB9	UBC
PSMB9	UBC
PSMB9	UBC
PSMB9	UBC
PSMB9	UBB
PSMB9	UBC
PSMB9	UBC
PSMB9	UBC
PSMB9	UBC
PSMB9	UBC
PSMB9	UBA52
PSMB9	RPS27A
PSMB9	UBB
PSMB9	UBB
PSMB9	UBC
PSMB9	UBC
PSMB9	CDC6
PSMB9	UBC
PSMB9	UBC
PSMB9	UBB
PSMB9	UBC
PSMB9	UBC
PSMB9	UBC
PSMB9	UBC
PSMB9	UBC
PSMB9	UBA52
PSMB9	RPS27A
PSMB9	UBB
PSMB9	UBB
PSMB9	UBC
PSMB9	UBC
PSMB9	UBC
PSMB9	UBC
PSMB9	UBB
PSMB9	UBC
PSMB9	UBC
PSMB9	UBC
PSMB9	UBC
PSMB9	UBC
PSMB9	UBA52
PSMB9	RPS27A
PSMB9	UBB
PSMB9	UBB
PSMB9	UBC
PSMB9	UBC
PSMB9	UBC
PSMB9	GMNN
PSMB9	UBC
PSMB9	UBB
PSMB9	UBC
PSMB9	UBC
PSMB9	UBC
PSMB9	UBC
PSMB9	UBC
PSMB9	UBA52
PSMB9	RPS27A
PSMB9	UBB
PSMB9	UBB
PSMB9	UBC
PSMB9	UBC
PSME3	UBC
PSME3	UBC
PSME3	UBB
PSME3	UBC
PSME3	UBC
PSME3	UBC
PSME3	UBC
PSME3	UBC
PSME3	UBA52
PSME3	RPS27A
PSME3	UBB
PSME3	UBB
PSME3	UBC
PSME3	UBC
PSME3	UBC
PSME3	ORC1
PSME3	UBC
PSME3	UBB
PSME3	UBC
PSME3	UBC
PSME3	UBC
PSME3	UBC
PSME3	UBC
PSME3	UBA52
PSME3	RPS27A
PSME3	UBB
PSME3	UBB
PSME3	UBC
PSME3	UBC
PSME3	UBC
PSME3	UBC
PSME3	UBB
PSME3	UBC
PSME3	UBC
PSME3	UBC
PSME3	UBC
PSME3	UBC
PSME3	UBA52
PSME3	RPS27A
PSME3	UBB
PSME3	UBB
PSME3	UBC
PSME3	UBC
PSME3	CDC6
PSME3	UBC
PSME3	UBC
PSME3	UBB
PSME3	UBC
PSME3	UBC
PSME3	UBC
PSME3	UBC
PSME3	UBC
PSME3	UBA52
PSME3	RPS27A
PSME3	UBB
PSME3	UBB
PSME3	UBC
PSME3	UBC
PSME3	UBC
PSME3	UBC
PSME3	UBB
PSME3	UBC
PSME3	UBC
PSME3	UBC
PSME3	UBC
PSME3	UBC
PSME3	UBA52
PSME3	RPS27A
PSME3	UBB
PSME3	UBB
PSME3	UBC
PSME3	UBC
PSME3	UBC
PSME3	GMNN
PSME3	UBC
PSME3	UBB
PSME3	UBC
PSME3	UBC
PSME3	UBC
PSME3	UBC
PSME3	UBC
PSME3	UBA52
PSME3	RPS27A
PSME3	UBB
PSME3	UBB
PSME3	UBC
PSME3	UBC
PSMA5	UBC
PSMA5	UBC
PSMA5	UBB
PSMA5	UBC
PSMA5	UBC
PSMA5	UBC
PSMA5	UBC
PSMA5	UBC
PSMA5	UBA52
PSMA5	RPS27A
PSMA5	UBB
PSMA5	UBB
PSMA5	UBC
PSMA5	UBC
PSMA5	UBC
PSMA5	ORC1
PSMA5	UBC
PSMA5	UBB
PSMA5	UBC
PSMA5	UBC
PSMA5	UBC
PSMA5	UBC
PSMA5	UBC
PSMA5	UBA52
PSMA5	RPS27A
PSMA5	UBB
PSMA5	UBB
PSMA5	UBC
PSMA5	UBC
PSMA5	UBC
PSMA5	UBC
PSMA5	UBB
PSMA5	UBC
PSMA5	UBC
PSMA5	UBC
PSMA5	UBC
PSMA5	UBC
PSMA5	UBA52
PSMA5	RPS27A
PSMA5	UBB
PSMA5	UBB
PSMA5	UBC
PSMA5	UBC
PSMA5	CDC6
PSMA5	UBC
PSMA5	UBC
PSMA5	UBB
PSMA5	UBC
PSMA5	UBC
PSMA5	UBC
PSMA5	UBC
PSMA5	UBC
PSMA5	UBA52
PSMA5	RPS27A
PSMA5	UBB
PSMA5	UBB
PSMA5	UBC
PSMA5	UBC
PSMA5	UBC
PSMA5	UBC
PSMA5	UBB
PSMA5	UBC
PSMA5	UBC
PSMA5	UBC
PSMA5	UBC
PSMA5	UBC
PSMA5	UBA52
PSMA5	RPS27A
PSMA5	UBB
PSMA5	UBB
PSMA5	UBC
PSMA5	UBC
PSMA5	UBC
PSMA5	GMNN
PSMA5	UBC
PSMA5	UBB
PSMA5	UBC
PSMA5	UBC
PSMA5	UBC
PSMA5	UBC
PSMA5	UBC
PSMA5	UBA52
PSMA5	RPS27A
PSMA5	UBB
PSMA5	UBB
PSMA5	UBC
PSMA5	UBC
CDK2	CDC6
CDK2	CDC6
CDK2	ORC1
CDK2	MCM6
CDK2	ORC3
CDK2	MCM2
CDK2	ORC2
CDK2	CDC6
CDK2	MCM3
CDK2	ORC6
CDK2	CDT1
CDK2	ORC5
CDK2	ORC4
CDK2	MCM4
CDK2	MCM5
CDK2	MCM8
CDK2	MCM7
CDK2	MCM8
CDK2	MCM6
CDK2	ORC3
CDK2	ORC2
CDK2	MCM2
CDK2	CDC6
CDK2	MCM3
CDK2	ORC1
CDK2	ORC6
CDK2	CDT1
CDK2	ORC5
CDK2	ORC4
CDK2	MCM4
CDK2	MCM5
CDK2	MCM8
CDK2	MCM7
CDK2	MCM8
PSME2	UBC
PSME2	UBC
PSME2	UBB
PSME2	UBC
PSME2	UBC
PSME2	UBC
PSME2	UBC
PSME2	UBC
PSME2	UBA52
PSME2	RPS27A
PSME2	UBB
PSME2	UBB
PSME2	UBC
PSME2	UBC
PSME2	UBC
PSME2	ORC1
PSME2	UBC
PSME2	UBB
PSME2	UBC
PSME2	UBC
PSME2	UBC
PSME2	UBC
PSME2	UBC
PSME2	UBA52
PSME2	RPS27A
PSME2	UBB
PSME2	UBB
PSME2	UBC
PSME2	UBC
PSME2	UBC
PSME2	UBC
PSME2	UBB
PSME2	UBC
PSME2	UBC
PSME2	UBC
PSME2	UBC
PSME2	UBC
PSME2	UBA52
PSME2	RPS27A
PSME2	UBB
PSME2	UBB
PSME2	UBC
PSME2	UBC
PSME2	CDC6
PSME2	UBC
PSME2	UBC
PSME2	UBB
PSME2	UBC
PSME2	UBC
PSME2	UBC
PSME2	UBC
PSME2	UBC
PSME2	UBA52
PSME2	RPS27A
PSME2	UBB
PSME2	UBB
PSME2	UBC
PSME2	UBC
PSME2	UBC
PSME2	UBC
PSME2	UBB
PSME2	UBC
PSME2	UBC
PSME2	UBC
PSME2	UBC
PSME2	UBC
PSME2	UBA52
PSME2	RPS27A
PSME2	UBB
PSME2	UBB
PSME2	UBC
PSME2	UBC
PSME2	UBC
PSME2	GMNN
PSME2	UBC
PSME2	UBB
PSME2	UBC
PSME2	UBC
PSME2	UBC
PSME2	UBC
PSME2	UBC
PSME2	UBA52
PSME2	RPS27A
PSME2	UBB
PSME2	UBB
PSME2	UBC
PSME2	UBC
PSMB4	UBC
PSMB4	UBC
PSMB4	UBB
PSMB4	UBC
PSMB4	UBC
PSMB4	UBC
PSMB4	UBC
PSMB4	UBC
PSMB4	UBA52
PSMB4	RPS27A
PSMB4	UBB
PSMB4	UBB
PSMB4	UBC
PSMB4	UBC
PSMB4	UBC
PSMB4	ORC1
PSMB4	UBC
PSMB4	UBB
PSMB4	UBC
PSMB4	UBC
PSMB4	UBC
PSMB4	UBC
PSMB4	UBC
PSMB4	UBA52
PSMB4	RPS27A
PSMB4	UBB
PSMB4	UBB
PSMB4	UBC
PSMB4	UBC
PSMB4	UBC
PSMB4	UBC
PSMB4	UBB
PSMB4	UBC
PSMB4	UBC
PSMB4	UBC
PSMB4	UBC
PSMB4	UBC
PSMB4	UBA52
PSMB4	RPS27A
PSMB4	UBB
PSMB4	UBB
PSMB4	UBC
PSMB4	UBC
PSMB4	CDC6
PSMB4	UBC
PSMB4	UBC
PSMB4	UBB
PSMB4	UBC
PSMB4	UBC
PSMB4	UBC
PSMB4	UBC
PSMB4	UBC
PSMB4	UBA52
PSMB4	RPS27A
PSMB4	UBB
PSMB4	UBB
PSMB4	UBC
PSMB4	UBC
PSMB4	UBC
PSMB4	UBC
PSMB4	UBB
PSMB4	UBC
PSMB4	UBC
PSMB4	UBC
PSMB4	UBC
PSMB4	UBC
PSMB4	UBA52
PSMB4	RPS27A
PSMB4	UBB
PSMB4	UBB
PSMB4	UBC
PSMB4	UBC
PSMB4	UBC
PSMB4	GMNN
PSMB4	UBC
PSMB4	UBB
PSMB4	UBC
PSMB4	UBC
PSMB4	UBC
PSMB4	UBC
PSMB4	UBC
PSMB4	UBA52
PSMB4	RPS27A
PSMB4	UBB
PSMB4	UBB
PSMB4	UBC
PSMB4	UBC
PSMB11	UBC
PSMB11	UBC
PSMB11	UBB
PSMB11	UBC
PSMB11	UBC
PSMB11	UBC
PSMB11	UBC
PSMB11	UBC
PSMB11	UBA52
PSMB11	RPS27A
PSMB11	UBB
PSMB11	UBB
PSMB11	UBC
PSMB11	UBC
PSMB11	UBC
PSMB11	ORC1
PSMB11	UBC
PSMB11	UBB
PSMB11	UBC
PSMB11	UBC
PSMB11	UBC
PSMB11	UBC
PSMB11	UBC
PSMB11	UBA52
PSMB11	RPS27A
PSMB11	UBB
PSMB11	UBB
PSMB11	UBC
PSMB11	UBC
PSMB11	UBC
PSMB11	UBC
PSMB11	UBB
PSMB11	UBC
PSMB11	UBC
PSMB11	UBC
PSMB11	UBC
PSMB11	UBC
PSMB11	UBA52
PSMB11	RPS27A
PSMB11	UBB
PSMB11	UBB
PSMB11	UBC
PSMB11	UBC
PSMB11	CDC6
PSMB11	UBC
PSMB11	UBC
PSMB11	UBB
PSMB11	UBC
PSMB11	UBC
PSMB11	UBC
PSMB11	UBC
PSMB11	UBC
PSMB11	UBA52
PSMB11	RPS27A
PSMB11	UBB
PSMB11	UBB
PSMB11	UBC
PSMB11	UBC
PSMB11	UBC
PSMB11	UBC
PSMB11	UBB
PSMB11	UBC
PSMB11	UBC
PSMB11	UBC
PSMB11	UBC
PSMB11	UBC
PSMB11	UBA52
PSMB11	RPS27A
PSMB11	UBB
PSMB11	UBB
PSMB11	UBC
PSMB11	UBC
PSMB11	UBC
PSMB11	GMNN
PSMB11	UBC
PSMB11	UBB
PSMB11	UBC
PSMB11	UBC
PSMB11	UBC
PSMB11	UBC
PSMB11	UBC
PSMB11	UBA52
PSMB11	RPS27A
PSMB11	UBB
PSMB11	UBB
PSMB11	UBC
PSMB11	UBC
PSMC6	UBC
PSMC6	UBC
PSMC6	UBB
PSMC6	UBC
PSMC6	UBC
PSMC6	UBC
PSMC6	UBC
PSMC6	UBC
PSMC6	UBA52
PSMC6	RPS27A
PSMC6	UBB
PSMC6	UBB
PSMC6	UBC
PSMC6	UBC
PSMC6	UBC
PSMC6	ORC1
PSMC6	UBC
PSMC6	UBB
PSMC6	UBC
PSMC6	UBC
PSMC6	UBC
PSMC6	UBC
PSMC6	UBC
PSMC6	UBA52
PSMC6	RPS27A
PSMC6	UBB
PSMC6	UBB
PSMC6	UBC
PSMC6	UBC
PSMC6	UBC
PSMC6	UBC
PSMC6	UBB
PSMC6	UBC
PSMC6	UBC
PSMC6	UBC
PSMC6	UBC
PSMC6	UBC
PSMC6	UBA52
PSMC6	RPS27A
PSMC6	UBB
PSMC6	UBB
PSMC6	UBC
PSMC6	UBC
PSMC6	CDC6
PSMC6	UBC
PSMC6	UBC
PSMC6	UBB
PSMC6	UBC
PSMC6	UBC
PSMC6	UBC
PSMC6	UBC
PSMC6	UBC
PSMC6	UBA52
PSMC6	RPS27A
PSMC6	UBB
PSMC6	UBB
PSMC6	UBC
PSMC6	UBC
PSMC6	UBC
PSMC6	UBC
PSMC6	UBB
PSMC6	UBC
PSMC6	UBC
PSMC6	UBC
PSMC6	UBC
PSMC6	UBC
PSMC6	UBA52
PSMC6	RPS27A
PSMC6	UBB
PSMC6	UBB
PSMC6	UBC
PSMC6	UBC
PSMC6	UBC
PSMC6	GMNN
PSMC6	UBC
PSMC6	UBB
PSMC6	UBC
PSMC6	UBC
PSMC6	UBC
PSMC6	UBC
PSMC6	UBC
PSMC6	UBA52
PSMC6	RPS27A
PSMC6	UBB
PSMC6	UBB
PSMC6	UBC
PSMC6	UBC
PSMD4	UBC
PSMD4	UBC
PSMD4	UBB
PSMD4	UBC
PSMD4	UBC
PSMD4	UBC
PSMD4	UBC
PSMD4	UBC
PSMD4	UBA52
PSMD4	RPS27A
PSMD4	UBB
PSMD4	UBB
PSMD4	UBC
PSMD4	UBC
PSMD4	UBC
PSMD4	ORC1
PSMD4	UBC
PSMD4	UBB
PSMD4	UBC
PSMD4	UBC
PSMD4	UBC
PSMD4	UBC
PSMD4	UBC
PSMD4	UBA52
PSMD4	RPS27A
PSMD4	UBB
PSMD4	UBB
PSMD4	UBC
PSMD4	UBC
PSMD4	UBC
PSMD4	UBC
PSMD4	UBB
PSMD4	UBC
PSMD4	UBC
PSMD4	UBC
PSMD4	UBC
PSMD4	UBC
PSMD4	UBA52
PSMD4	RPS27A
PSMD4	UBB
PSMD4	UBB
PSMD4	UBC
PSMD4	UBC
PSMD4	CDC6
PSMD4	UBC
PSMD4	UBC
PSMD4	UBB
PSMD4	UBC
PSMD4	UBC
PSMD4	UBC
PSMD4	UBC
PSMD4	UBC
PSMD4	UBA52
PSMD4	RPS27A
PSMD4	UBB
PSMD4	UBB
PSMD4	UBC
PSMD4	UBC
PSMD4	UBC
PSMD4	UBC
PSMD4	UBB
PSMD4	UBC
PSMD4	UBC
PSMD4	UBC
PSMD4	UBC
PSMD4	UBC
PSMD4	UBA52
PSMD4	RPS27A
PSMD4	UBB
PSMD4	UBB
PSMD4	UBC
PSMD4	UBC
PSMD4	UBC
PSMD4	GMNN
PSMD4	UBC
PSMD4	UBB
PSMD4	UBC
PSMD4	UBC
PSMD4	UBC
PSMD4	UBC
PSMD4	UBC
PSMD4	UBA52
PSMD4	RPS27A
PSMD4	UBB
PSMD4	UBB
PSMD4	UBC
PSMD4	UBC
PSME1	UBC
PSME1	UBC
PSME1	UBB
PSME1	UBC
PSME1	UBC
PSME1	UBC
PSME1	UBC
PSME1	UBC
PSME1	UBA52
PSME1	RPS27A
PSME1	UBB
PSME1	UBB
PSME1	UBC
PSME1	UBC
PSME1	UBC
PSME1	ORC1
PSME1	UBC
PSME1	UBB
PSME1	UBC
PSME1	UBC
PSME1	UBC
PSME1	UBC
PSME1	UBC
PSME1	UBA52
PSME1	RPS27A
PSME1	UBB
PSME1	UBB
PSME1	UBC
PSME1	UBC
PSME1	UBC
PSME1	UBC
PSME1	UBB
PSME1	UBC
PSME1	UBC
PSME1	UBC
PSME1	UBC
PSME1	UBC
PSME1	UBA52
PSME1	RPS27A
PSME1	UBB
PSME1	UBB
PSME1	UBC
PSME1	UBC
PSME1	CDC6
PSME1	UBC
PSME1	UBC
PSME1	UBB
PSME1	UBC
PSME1	UBC
PSME1	UBC
PSME1	UBC
PSME1	UBC
PSME1	UBA52
PSME1	RPS27A
PSME1	UBB
PSME1	UBB
PSME1	UBC
PSME1	UBC
PSME1	UBC
PSME1	UBC
PSME1	UBB
PSME1	UBC
PSME1	UBC
PSME1	UBC
PSME1	UBC
PSME1	UBC
PSME1	UBA52
PSME1	RPS27A
PSME1	UBB
PSME1	UBB
PSME1	UBC
PSME1	UBC
PSME1	UBC
PSME1	GMNN
PSME1	UBC
PSME1	UBB
PSME1	UBC
PSME1	UBC
PSME1	UBC
PSME1	UBC
PSME1	UBC
PSME1	UBA52
PSME1	RPS27A
PSME1	UBB
PSME1	UBB
PSME1	UBC
PSME1	UBC
